"acidez_fija","acidez_volatil","acido_citrico","azucares_residuales","cloruros","dioxido_azufre_libre","dioxido_azufre_total","densidad","pH","sulfatos","alcohol","calidad"
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6.00045851181751
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,6.32867919160408
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,5.58166063742556
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5.46080462823033
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,7.3350032529091
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,6.52825844800317
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,8.37046988815696
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,6.34401954161601
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5.12868762517104
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6.53554263578224
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6.61125478340535
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,6.65346720655154
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,4.90212260606887
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,4.507407981728
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,6.81564566020682
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,5.45874119487632
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4.37624124586899
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6.67221301705566
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,7.27632813149612
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5.21966862975903
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,4.47513117368379
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7.61468491779594
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4.54285533621719
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,6.8570507824583
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,2.06528705767661
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5.45678593723635
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5.67748663738498
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,5.82293530157644
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5.32174569101482
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,4.83446571514969
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666666667,7.40938914708251
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,4.92962557117109
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,6.79319448164796
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3.06697229891833
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,4.82995681101062
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,3.64538970132743
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,4.81043784125456
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,3.99510870860468
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5.12449708443108
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4.9194541729755
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,4.18520130142791
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,4.88022856966823
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,5.3789138766685
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,6.05721254206572
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,6.2556086175693
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,5.99174795011476
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,4.81546585424218
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5.24858489846497
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5.59343475211783
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,6.88968501367237
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6.09825684410793
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5.13016180648663
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6.43756658052579
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6.66682824421481
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6.16749649016378
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,4.95429759707169
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5.83679787932515
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5.09872047056335
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6.94671118727609
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,5.96284640542827
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3.36835377851621
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,5.07234684345286
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,5.93256482319756
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,5.98692327602347
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,4.54499274955007
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,5.37846426934662
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5.56889558153109
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6.54849524035663
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,5.22076080309212
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23333333333333,6.2546272769606
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,5.33247280802695
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,4.36935606429106
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6.31524746895981
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,4.58838559994417
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5.59608798927333
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6.02311415944521
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4.32168938547143
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,4.6858239812683
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,4.30926719903384
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6.54885134460165
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5.14284289493763
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,5.85655934432718
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6.04154119592744
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6.79554500555955
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,5.58110001922796
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,5.55035493332209
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,4.62823096837559
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,5.04900523907408
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5.49177688250225
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7.11542178804655
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6.12430318453076
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,5.97399158739139
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,5.69390373514553
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,4.50594883173427
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5.5111138419756
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,5.14428919624791
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7.26417936517925
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,5.52443300954539
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6.16938612872728
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,6.55558568668591
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,5.68599499038958
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,6.06161955021621
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5.40096957136011
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,3.7130617854346
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8.07584744966019
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,4.72891223824567
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,4.3180242873334
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6.12587153425872
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5.07797930961162
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,5.80289605645915
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,8.18362214040247
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,3.65078595991007
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6.50293163236709
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,4.82658603772246
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5.39390804634763
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,4.72760137961679
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,4.64368126253294
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,3.97377220016322
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,4.87433094303636
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,6.48724748081425
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6.59382132487762
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,7.0053432934961
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5.54897919098842
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5.68655762477711
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6.54172584869946
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6.28523545905906
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,5.6504827356018
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,4.68023915760591
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,5.03949600217483
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,5.996509371672
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6.53961340551403
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6.61915353391564
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6.05707962267325
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,5.67142342966685
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,6.97431046599112
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6.44201131875025
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5.85234518292748
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,4.79739161559961
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,4.97722542376724
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7.26916425862404
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,7.00591338716898
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,5.81311527272632
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6.51216940006984
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,4.74311121940786
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,4.69564733955102
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,5.22479455394201
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6.66801763041426
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,5.90132814703185
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,5.76577555079596
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5.82145990771915
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6.66976371494401
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,5.4611872779195
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5.25671989256579
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,5.26293325889265
